Humidity,Temperature,Date,Hour,
,,12/27/2022 23:00,718,
,,12/27/2022 22:00,717,
,,12/27/2022 21:00,716,
,,12/27/2022 20:00,715,
,,12/27/2022 19:00,714,
,,12/27/2022 18:00,713,
,,12/27/2022 17:00,712,
,,12/27/2022 16:00,711,
,,12/27/2022 15:00,710,
,,12/27/2022 14:00,709,
,,12/27/2022 13:00,708,
,,12/27/2022 12:00,707,
,,12/27/2022 11:00,706,
,,12/27/2022 10:00,705,
,,12/27/2022 9:00,704,
,,12/27/2022 8:00,703,
,,12/27/2022 7:00,702,
,,12/27/2022 6:00,701,
,,12/27/2022 5:00,700,
,,12/27/2022 4:00,699,
,,12/27/2022 3:00,698,
,,12/27/2022 2:00,697,
,,12/27/2022 1:00,696,
,,12/27/2022 0:00,695,
,,12/26/2022 23:00,694,
,,12/26/2022 22:00,693,
,,12/26/2022 21:00,692,
,,12/26/2022 20:00,691,
,,12/26/2022 19:00,690,
,,12/26/2022 18:00,689,
,,12/26/2022 17:00,688,
,,12/26/2022 16:00,687,
,,12/26/2022 15:00,686,
,,12/26/2022 14:00,685,
,,12/26/2022 13:00,684,
,,12/26/2022 12:00,683,
,,12/26/2022 11:00,682,
,,12/26/2022 10:00,681,
,,12/26/2022 9:00,680,
,,12/26/2022 8:00,679,
,,12/26/2022 7:00,678,
,,12/26/2022 6:00,677,
,,12/26/2022 5:00,676,
,,12/26/2022 4:00,675,
,,12/26/2022 3:00,674,
,,12/26/2022 2:00,673,
,,12/26/2022 1:00,672,
,,12/26/2022 0:00,671,
,,12/25/2022 23:00,670,
,,12/25/2022 22:00,669,
,,12/25/2022 21:00,668,
,,12/25/2022 20:00,667,
,,12/25/2022 19:00,666,
,,12/25/2022 18:00,665,
,,12/25/2022 17:00,664,
,,12/25/2022 16:00,663,
,,12/25/2022 15:00,662,
,,12/25/2022 14:00,661,
,,12/25/2022 13:00,660,
,,12/25/2022 12:00,659,
,,12/25/2022 11:00,658,
,,12/25/2022 10:00,657,
,,12/25/2022 9:00,656,
,,12/25/2022 8:00,655,
,,12/25/2022 7:00,654,
,,12/25/2022 6:00,653,
,,12/25/2022 5:00,652,
,,12/25/2022 4:00,651,
,,12/25/2022 3:00,650,
,,12/25/2022 2:00,649,
,,12/25/2022 1:00,648,
,,12/25/2022 0:00,647,
,,12/24/2022 23:00,646,
,,12/24/2022 22:00,645,
,,12/24/2022 21:00,644,
,,12/24/2022 20:00,643,
,,12/24/2022 19:00,642,
,,12/24/2022 18:00,641,
,,12/24/2022 17:00,640,
,,12/24/2022 16:00,639,
,,12/24/2022 15:00,638,
,,12/24/2022 14:00,637,
,,12/24/2022 13:00,636,
,,12/24/2022 12:00,635,
,,12/24/2022 11:00,634,
,,12/24/2022 10:00,633,
,,12/24/2022 9:00,632,
,,12/24/2022 8:00,631,
,,12/24/2022 7:00,630,
,,12/24/2022 6:00,629,
,,12/24/2022 5:00,628,
,,12/24/2022 4:00,627,
,,12/24/2022 3:00,626,
,,12/24/2022 2:00,625,
,,12/24/2022 1:00,624,
,,12/24/2022 0:00,623,
,,12/23/2022 23:00,622,
,,12/23/2022 22:00,621,
,,12/23/2022 21:00,620,
,,12/23/2022 20:00,619,
,,12/23/2022 19:00,618,
,,12/23/2022 18:00,617,
,,12/23/2022 17:00,616,
,,12/23/2022 16:00,615,
,,12/23/2022 15:00,614,
,,12/23/2022 14:00,613,
,,12/23/2022 13:00,612,
,,12/23/2022 12:00,611,
,,12/23/2022 11:00,610,
,,12/23/2022 10:00,609,
,,12/23/2022 9:00,608,
,,12/23/2022 8:00,607,
,,12/23/2022 7:00,606,
,,12/23/2022 6:00,605,
,,12/23/2022 5:00,604,
,,12/23/2022 4:00,603,
,,12/23/2022 3:00,602,
,,12/23/2022 2:00,601,
,,12/23/2022 1:00,600,
,,12/23/2022 0:00,599,
,,12/22/2022 23:00,598,
,,12/22/2022 22:00,597,
,,12/22/2022 21:00,596,
,,12/22/2022 20:00,595,
,,12/22/2022 19:00,594,
,,12/22/2022 18:00,593,
,,12/22/2022 17:00,592,
,,12/22/2022 16:00,591,
,,12/22/2022 15:00,590,
,,12/22/2022 14:00,589,
,,12/22/2022 13:00,588,
,,12/22/2022 12:00,587,
,,12/22/2022 11:00,586,
,,12/22/2022 10:00,585,
,,12/22/2022 9:00,584,
,,12/22/2022 8:00,583,
,,12/22/2022 7:00,582,
,,12/22/2022 6:00,581,
,,12/22/2022 5:00,580,
,,12/22/2022 4:00,579,
,,12/22/2022 3:00,578,
,,12/22/2022 2:00,577,
,,12/22/2022 1:00,576,
,,12/22/2022 0:00,575,
,,12/21/2022 23:00,574,
,,12/21/2022 22:00,573,
,,12/21/2022 21:00,572,
,,12/21/2022 20:00,571,
,,12/21/2022 19:00,570,
,,12/21/2022 18:00,569,
,,12/21/2022 17:00,568,
,,12/21/2022 16:00,567,
,,12/21/2022 15:00,566,
,,12/21/2022 14:00,565,
,,12/21/2022 13:00,564,
,,12/21/2022 12:00,563,
,,12/21/2022 11:00,562,
,,12/21/2022 10:00,561,
,,12/21/2022 9:00,560,
,,12/21/2022 8:00,559,
,,12/21/2022 7:00,558,
,,12/21/2022 6:00,557,
,,12/21/2022 5:00,556,
,,12/21/2022 4:00,555,
,,12/21/2022 3:00,554,
,,12/21/2022 2:00,553,
,,12/21/2022 1:00,552,
,,12/21/2022 0:00,551,
,,12/20/2022 23:00,550,
,,12/20/2022 22:00,549,
,,12/20/2022 21:00,548,
,,12/20/2022 20:00,547,
,,12/20/2022 19:00,546,
,,12/20/2022 18:00,545,
,,12/20/2022 17:00,544,
,,12/20/2022 16:00,543,
,,12/20/2022 15:00,542,
,,12/20/2022 14:00,541,
,,12/20/2022 13:00,540,
,,12/20/2022 12:00,539,
,,12/20/2022 11:00,538,
,,12/20/2022 10:00,537,
,,12/20/2022 9:00,536,
,,12/20/2022 8:00,535,
,,12/20/2022 7:00,534,
,,12/20/2022 6:00,533,
,,12/20/2022 5:00,532,
,,12/20/2022 4:00,531,
,,12/20/2022 3:00,530,
,,12/20/2022 2:00,529,
,,12/20/2022 1:00,528,
,,12/20/2022 0:00,527,
,,12/19/2022 23:00,526,
,,12/19/2022 22:00,525,
,,12/19/2022 21:00,524,
,,12/19/2022 20:00,523,
,,12/19/2022 19:00,522,
,,12/19/2022 18:00,521,
,,12/19/2022 17:00,520,
,,12/19/2022 16:00,519,
,,12/19/2022 15:00,518,
,,12/19/2022 14:00,517,
,,12/19/2022 13:00,516,
,,12/19/2022 12:00,515,
,,12/19/2022 11:00,514,
,,12/19/2022 10:00,513,
,,12/19/2022 9:00,512,
,,12/19/2022 8:00,511,
,,12/19/2022 7:00,510,
,,12/19/2022 6:00,509,
,,12/19/2022 5:00,508,
,,12/19/2022 4:00,507,
,,12/19/2022 3:00,506,
,,12/19/2022 2:00,505,
,,12/19/2022 1:00,504,
,,12/19/2022 0:00,503,
,,12/18/2022 23:00,502,
,,12/18/2022 22:00,501,
,,12/18/2022 21:00,500,
,,12/18/2022 20:00,499,
,,12/18/2022 19:00,498,
,,12/18/2022 18:00,497,
,,12/18/2022 17:00,496,
,,12/18/2022 16:00,495,
,,12/18/2022 15:00,494,
,,12/18/2022 14:00,493,
,,12/18/2022 13:00,492,
,,12/18/2022 12:00,491,
,,12/18/2022 11:00,490,
,,12/18/2022 10:00,489,
,,12/18/2022 9:00,488,
,,12/18/2022 8:00,487,
,,12/18/2022 7:00,486,
,,12/18/2022 6:00,485,
,,12/18/2022 5:00,484,
,,12/18/2022 4:00,483,
,,12/18/2022 3:00,482,
,,12/18/2022 2:00,481,
,,12/18/2022 1:00,480,
,,12/18/2022 0:00,479,
,,12/17/2022 23:00,478,
,,12/17/2022 22:00,477,
,,12/17/2022 21:00,476,
,,12/17/2022 20:00,475,
,,12/17/2022 19:00,474,
,,12/17/2022 18:00,473,
,,12/17/2022 17:00,472,
,,12/17/2022 16:00,471,
,,12/17/2022 15:00,470,
,,12/17/2022 14:00,469,
,,12/17/2022 13:00,468,
,,12/17/2022 12:00,467,
,,12/17/2022 11:00,466,
,,12/17/2022 10:00,465,
,,12/17/2022 9:00,464,
,,12/17/2022 8:00,463,
,,12/17/2022 7:00,462,
,,12/17/2022 6:00,461,
,,12/17/2022 5:00,460,
,,12/17/2022 4:00,459,
,,12/17/2022 3:00,458,
,,12/17/2022 2:00,457,
,,12/17/2022 1:00,456,
,,12/17/2022 0:00,455,
,,12/16/2022 23:00,454,
,,12/16/2022 22:00,453,
,,12/16/2022 21:00,452,
,,12/16/2022 20:00,451,
,,12/16/2022 19:00,450,
,,12/16/2022 18:00,449,
,,12/16/2022 17:00,448,
,,12/16/2022 16:00,447,
,,12/16/2022 15:00,446,
,,12/16/2022 14:00,445,
,,12/16/2022 13:00,444,
,,12/16/2022 12:00,443,
,,12/16/2022 11:00,442,
,,12/16/2022 10:00,441,
,,12/16/2022 9:00,440,
,,12/16/2022 8:00,439,
,,12/16/2022 7:00,438,
,,12/16/2022 6:00,437,
,,12/16/2022 5:00,436,
,,12/16/2022 4:00,435,
,,12/16/2022 3:00,434,
,,12/16/2022 2:00,433,
,,12/16/2022 1:00,432,
,,12/16/2022 0:00,431,
,,12/15/2022 23:00,430,
,,12/15/2022 22:00,429,
,,12/15/2022 21:00,428,
,,12/15/2022 20:00,427,
,,12/15/2022 19:00,426,
,,12/15/2022 18:00,425,
,,12/15/2022 17:00,424,
,,12/15/2022 16:00,423,
,,12/15/2022 15:00,422,
,,12/15/2022 14:00,421,
,,12/15/2022 13:00,420,
,,12/15/2022 12:00,419,
,,12/15/2022 11:00,418,
,,12/15/2022 10:00,417,
,,12/15/2022 9:00,416,
,,12/15/2022 8:00,415,
,,12/15/2022 7:00,414,
,,12/15/2022 6:00,413,
,,12/15/2022 5:00,412,
,,12/15/2022 4:00,411,
,,12/15/2022 3:00,410,
,,12/15/2022 2:00,409,
,,12/15/2022 1:00,408,
,,12/15/2022 0:00,407,
,,12/14/2022 23:00,406,
,,12/14/2022 22:00,405,
,,12/14/2022 21:00,404,
,,12/14/2022 20:00,403,
,,12/14/2022 19:00,402,
,,12/14/2022 18:00,401,
,,12/14/2022 17:00,400,
,,12/14/2022 16:00,399,
,,12/14/2022 15:00,398,
,,12/14/2022 14:00,397,
,,12/14/2022 13:00,396,
,,12/14/2022 12:00,395,
,,12/14/2022 11:00,394,
,,12/14/2022 10:00,393,
,,12/14/2022 9:00,392,
,,12/14/2022 8:00,391,
,,12/14/2022 7:00,390,
,,12/14/2022 6:00,389,
,,12/14/2022 5:00,388,
,,12/14/2022 4:00,387,
,,12/14/2022 3:00,386,
,,12/14/2022 2:00,385,
,,12/14/2022 1:00,384,
,,12/14/2022 0:00,383,
,,12/13/2022 23:00,382,
,,12/13/2022 22:00,381,
,,12/13/2022 21:00,380,
,,12/13/2022 20:00,379,
,,12/13/2022 19:00,378,
,,12/13/2022 18:00,377,
,,12/13/2022 17:00,376,
,,12/13/2022 16:00,375,
,,12/13/2022 15:00,374,
,,12/13/2022 14:00,373,
,,12/13/2022 13:00,372,
,,12/13/2022 12:00,371,
,,12/13/2022 11:00,370,
,,12/13/2022 10:00,369,
,,12/13/2022 9:00,368,
,,12/13/2022 8:00,367,
,,12/13/2022 7:00,366,
,,12/13/2022 6:00,365,
,,12/13/2022 5:00,364,
,,12/13/2022 4:00,363,
,,12/13/2022 3:00,362,
,,12/13/2022 2:00,361,
,,12/13/2022 1:00,360,
,,12/13/2022 0:00,359,
,,12/12/2022 23:00,358,
,,12/12/2022 22:00,357,
,,12/12/2022 21:00,356,
,,12/12/2022 20:00,355,
,,12/12/2022 19:00,354,
,,12/12/2022 18:00,353,
,,12/12/2022 17:00,352,
,,12/12/2022 16:00,351,
,,12/12/2022 15:00,350,
,,12/12/2022 14:00,349,
,,12/12/2022 13:00,348,
,,12/12/2022 12:00,347,
,,12/12/2022 11:00,346,
,,12/12/2022 10:00,345,
,,12/12/2022 9:00,344,
,,12/12/2022 8:00,343,
,,12/12/2022 7:00,342,
,,12/12/2022 6:00,341,
,,12/12/2022 5:00,340,
,,12/12/2022 4:00,339,
,,12/12/2022 3:00,338,
,,12/12/2022 2:00,337,
,,12/12/2022 1:00,336,
,,12/12/2022 0:00,335,
,,12/11/2022 23:00,334,
,,12/11/2022 22:00,333,
,,12/11/2022 21:00,332,
,,12/11/2022 20:00,331,
,,12/11/2022 19:00,330,
,,12/11/2022 18:00,329,
,,12/11/2022 17:00,328,
,,12/11/2022 16:00,327,
,,12/11/2022 15:00,326,
,,12/11/2022 14:00,325,
,,12/11/2022 13:00,324,
,,12/11/2022 12:00,323,
,,12/11/2022 11:00,322,
,,12/11/2022 10:00,321,
,,12/11/2022 9:00,320,
,,12/11/2022 8:00,319,
,,12/11/2022 7:00,318,
,,12/11/2022 6:00,317,
,,12/11/2022 5:00,316,
,,12/11/2022 4:00,315,
,,12/11/2022 3:00,314,
,,12/11/2022 2:00,313,
,,12/11/2022 1:00,312,
,,12/11/2022 0:00,311,
,,12/10/2022 23:00,310,
,,12/10/2022 22:00,309,
,,12/10/2022 21:00,308,
,,12/10/2022 20:00,307,
,,12/10/2022 19:00,306,
,,12/10/2022 18:00,305,
,,12/10/2022 17:00,304,
,,12/10/2022 16:00,303,
,,12/10/2022 15:00,302,
,,12/10/2022 14:00,301,
,,12/10/2022 13:00,300,
,,12/10/2022 12:00,299,
,,12/10/2022 11:00,298,
,,12/10/2022 10:00,297,
,,12/10/2022 9:00,296,
,,12/10/2022 8:00,295,
,,12/10/2022 7:00,294,
,,12/10/2022 6:00,293,
,,12/10/2022 5:00,292,
,,12/10/2022 4:00,291,
,,12/10/2022 3:00,290,
,,12/10/2022 2:00,289,
,,12/10/2022 1:00,288,
,,12/10/2022 0:00,287,
,,12/9/2022 23:00,286,
,,12/9/2022 22:00,285,
,,12/9/2022 21:00,284,
,,12/9/2022 20:00,283,
,,12/9/2022 19:00,282,
,,12/9/2022 18:00,281,
,,12/9/2022 17:00,280,
,,12/9/2022 16:00,279,
,,12/9/2022 15:00,278,
,,12/9/2022 14:00,277,
,,12/9/2022 13:00,276,
,,12/9/2022 12:00,275,
,,12/9/2022 11:00,274,
,,12/9/2022 10:00,273,
,,12/9/2022 9:00,272,
,,12/9/2022 8:00,271,
,,12/9/2022 7:00,270,
,,12/9/2022 6:00,269,
,,12/9/2022 5:00,268,
,,12/9/2022 4:00,267,
,,12/9/2022 3:00,266,
,,12/9/2022 2:00,265,
,,12/9/2022 1:00,264,
,,12/9/2022 0:00,263,
,,12/8/2022 23:00,262,
,,12/8/2022 22:00,261,
,,12/8/2022 21:00,260,
,,12/8/2022 20:00,259,
,,12/8/2022 19:00,258,
,,12/8/2022 18:00,257,
,,12/8/2022 17:00,256,
,,12/8/2022 16:00,255,
,,12/8/2022 15:00,254,
,,12/8/2022 14:00,253,
,,12/8/2022 13:00,252,
,,12/8/2022 12:00,251,
,,12/8/2022 11:00,250,
,,12/8/2022 10:00,249,
,,12/8/2022 9:00,248,
,,12/8/2022 8:00,247,
,,12/8/2022 7:00,246,
,,12/8/2022 6:00,245,
,,12/8/2022 5:00,244,
,,12/8/2022 4:00,243,
,,12/8/2022 3:00,242,
,,12/8/2022 2:00,241,
,,12/8/2022 1:00,240,
,,12/8/2022 0:00,239,
,,12/7/2022 23:00,238,
,,12/7/2022 22:00,237,
,,12/7/2022 21:00,236,
,,12/7/2022 20:00,235,
,,12/7/2022 19:00,234,
,,12/7/2022 18:00,233,
,,12/7/2022 17:00,232,
,,12/7/2022 16:00,231,
,,12/7/2022 15:00,230,
,,12/7/2022 14:00,229,
,,12/7/2022 13:00,228,
,,12/7/2022 12:00,227,
,,12/7/2022 11:00,226,
,,12/7/2022 10:00,225,
,,12/7/2022 9:00,224,
,,12/7/2022 8:00,223,
,,12/7/2022 7:00,222,
,,12/7/2022 6:00,221,
,,12/7/2022 5:00,220,
,,12/7/2022 4:00,219,
,,12/7/2022 3:00,218,
,,12/7/2022 2:00,217,
,,12/7/2022 1:00,216,
,,12/7/2022 0:00,215,
,,12/6/2022 23:00,214,
,,12/6/2022 22:00,213,
,,12/6/2022 21:00,212,
,,12/6/2022 20:00,211,
,,12/6/2022 19:00,210,
,,12/6/2022 18:00,209,
,,12/6/2022 17:00,208,
,,12/6/2022 16:00,207,
,,12/6/2022 15:00,206,
,,12/6/2022 14:00,205,
,,12/6/2022 13:00,204,
,,12/6/2022 12:00,203,
,,12/6/2022 11:00,202,
,,12/6/2022 10:00,201,
,,12/6/2022 9:00,200,
,,12/6/2022 8:00,199,
,,12/6/2022 7:00,198,
,,12/6/2022 6:00,197,
,,12/6/2022 5:00,196,
,,12/6/2022 4:00,195,
,,12/6/2022 3:00,194,
,,12/6/2022 2:00,193,
,,12/6/2022 1:00,192,
,,12/6/2022 0:00,191,
,,12/5/2022 23:00,190,
,,12/5/2022 22:00,189,
,,12/5/2022 21:00,188,
,,12/5/2022 20:00,187,
,,12/5/2022 19:00,186,
,,12/5/2022 18:00,185,
,,12/5/2022 17:00,184,
,,12/5/2022 16:00,183,
,,12/5/2022 15:00,182,
,,12/5/2022 14:00,181,
,,12/5/2022 13:00,180,
,,12/5/2022 12:00,179,
,,12/5/2022 11:00,178,
,,12/5/2022 10:00,177,
,,12/5/2022 9:00,176,
,,12/5/2022 8:00,175,
,,12/5/2022 7:00,174,
,,12/5/2022 6:00,173,
,,12/5/2022 5:00,172,
,,12/5/2022 4:00,171,
,,12/5/2022 3:00,170,
,,12/5/2022 2:00,169,
,,12/5/2022 1:00,168,
,,12/5/2022 0:00,167,
,,12/4/2022 23:00,166,
,,12/4/2022 22:00,165,
,,12/4/2022 21:00,164,
,,12/4/2022 20:00,163,
,,12/4/2022 19:00,162,
,,12/4/2022 18:00,161,
,,12/4/2022 17:00,160,
,,12/4/2022 16:00,159,
,,12/4/2022 15:00,158,
,,12/4/2022 14:00,157,
,,12/4/2022 13:00,156,
,,12/4/2022 12:00,155,
,,12/4/2022 11:00,154,
,,12/4/2022 10:00,153,
,,12/4/2022 9:00,152,
,,12/4/2022 8:00,151,
,,12/4/2022 7:00,150,
,,12/4/2022 6:00,149,
,,12/4/2022 5:00,148,
,,12/4/2022 4:00,147,
,,12/4/2022 3:00,146,
,,12/4/2022 2:00,145,
,,12/4/2022 1:00,144,
,,12/4/2022 0:00,143,
,,12/3/2022 23:00,142,
,,12/3/2022 22:00,141,
,,12/3/2022 21:00,140,
,,12/3/2022 20:00,139,
,,12/3/2022 19:00,138,
,,12/3/2022 18:00,137,
,,12/3/2022 17:00,136,
,,12/3/2022 16:00,135,
,,12/3/2022 15:00,134,
,,12/3/2022 14:00,133,
,,12/3/2022 13:00,132,
,,12/3/2022 12:00,131,
,,12/3/2022 11:00,130,
,,12/3/2022 10:00,129,
,,12/3/2022 9:00,128,
,,12/3/2022 8:00,127,
,,12/3/2022 7:00,126,
,,12/3/2022 6:00,125,
,,12/3/2022 5:00,124,
,,12/3/2022 4:00,123,
,,12/3/2022 3:00,122,
,,12/3/2022 2:00,121,
,,12/3/2022 1:00,120,
,,12/3/2022 0:00,119,
,,12/2/2022 23:00,118,
,,12/2/2022 22:00,117,
,,12/2/2022 21:00,116,
,,12/2/2022 20:00,115,
,,12/2/2022 19:00,114,
,,12/2/2022 18:00,113,
,,12/2/2022 17:00,112,
,,12/2/2022 16:00,111,
,,12/2/2022 15:00,110,
,,12/2/2022 14:00,109,
,,12/2/2022 13:00,108,
,,12/2/2022 12:00,107,
,,12/2/2022 11:00,106,
,,12/2/2022 10:00,105,
,,12/2/2022 9:00,104,
,,12/2/2022 8:00,103,
,,12/2/2022 7:00,102,
,,12/2/2022 6:00,101,
,,12/2/2022 5:00,100,
,,12/2/2022 4:00,99,
,,12/2/2022 3:00,98,
,,12/2/2022 2:00,97,
,,12/2/2022 1:00,96,
,,12/2/2022 0:00,95,
,,12/1/2022 23:00,94,
,,12/1/2022 22:00,93,
,,12/1/2022 21:00,92,
,,12/1/2022 20:00,91,
,,12/1/2022 19:00,90,
,,12/1/2022 18:00,89,
,,12/1/2022 17:00,88,
,,12/1/2022 16:00,87,
,,12/1/2022 15:00,86,
,,12/1/2022 14:00,85,
,,12/1/2022 13:00,84,
,,12/1/2022 12:00,83,
,,12/1/2022 11:00,82,
,,12/1/2022 10:00,81,
,,12/1/2022 9:00,80,
,,12/1/2022 8:00,79,
,,12/1/2022 7:00,78,
,,12/1/2022 6:00,77,
,,12/1/2022 5:00,76,
,,12/1/2022 4:00,75,
,,12/1/2022 3:00,74,
,,12/1/2022 2:00,73,
,,12/1/2022 1:00,72,
,,12/1/2022 0:00,71,
,,11/30/2022 23:00,70,
,,11/30/2022 22:00,69,
,,11/30/2022 21:00,68,
,,11/30/2022 20:00,67,
,,11/30/2022 19:00,66,
,,11/30/2022 18:00,65,
,,11/30/2022 17:00,64,
,,11/30/2022 16:00,63,
,,11/30/2022 15:00,62,
,,11/30/2022 14:00,61,
,,11/30/2022 13:00,60,
,,11/30/2022 12:00,59,
,,11/30/2022 11:00,58,
,,11/30/2022 10:00,57,
,,11/30/2022 9:00,56,
,,11/30/2022 8:00,55,
,,11/30/2022 7:00,54,
,,11/30/2022 6:00,53,
,,11/30/2022 5:00,52,
,,11/30/2022 4:00,51,
,,11/30/2022 3:00,50,
,,11/30/2022 2:00,49,
,,11/30/2022 1:00,48,
,,11/30/2022 0:00,47,
,,11/29/2022 23:00,46,
,,11/29/2022 22:00,45,
,,11/29/2022 21:00,44,
,,11/29/2022 20:00,43,
,,11/29/2022 19:00,42,
,,11/29/2022 18:00,41,
,,11/29/2022 17:00,40,
,,11/29/2022 16:00,39,
,,11/29/2022 15:00,38,
,,11/29/2022 14:00,37,
,,11/29/2022 13:00,36,
,,11/29/2022 12:00,35,
,,11/29/2022 11:00,34,
,,11/29/2022 10:00,33,
,,11/29/2022 9:00,32,
,,11/29/2022 8:00,31,
,,11/29/2022 7:00,30,
,,11/29/2022 6:00,29,
,,11/29/2022 5:00,28,
,,11/29/2022 4:00,27,
,,11/29/2022 3:00,26,
,,11/29/2022 2:00,25,
,,11/29/2022 1:00,24,
,,11/29/2022 0:00,23,
,,11/28/2022 23:00,22,
,,11/28/2022 22:00,21,
,,11/28/2022 21:00,20,
,,11/28/2022 20:00,19,
,,11/28/2022 19:00,18,
,,11/28/2022 18:00,17,
,,11/28/2022 17:00,16,
,,11/28/2022 16:00,15,
,,11/28/2022 15:00,14,
,,11/28/2022 14:00,13,
,,11/28/2022 13:00,12,
,,11/28/2022 12:00,11,
,,11/28/2022 11:00,10,
,,11/28/2022 10:00,9,
,,11/28/2022 9:00,8,
,,11/28/2022 8:00,7,
,,11/28/2022 7:00,6,
,,11/28/2022 6:00,5,
,,11/28/2022 5:00,4,
,,11/28/2022 4:00,3,
,,11/28/2022 3:00,2,
,,11/28/2022 2:00,1,
,,11/28/2022 1:00,0,
